Date,Ticker,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Price_Range_Pct,Typical_Price,VWAP,RSI_14,MACD_12_26_9,SMA_20,SMA_50,EMA_20,EMA_50,BB_Upper,BB_Lower,BB_Middle,ATR_14,Volatility_20,Volume_MA_20,Volume_MA_50,OBV,CCI_20,ADX_14,MFI_14,ROC_10,ROC_20,returns
2010-08-16,QQQ,38.9591033792343,39.493150049797954,38.78400561745264,39.22174835205078,55472900,0.0017883952779349,0.7091444323453118,1.8080388104581595,39.16630133976712,39.20352182040772,57.727234346334235,0.0015709339044036,153.16905517578124,154.77638610839844,39.18848943710327,39.187439155578616,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,55472900,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,0.001788395277934951
2010-08-17,QQQ,39.50190802620746,40.07972836944688,39.42311419123334,39.72077941894531,56927100,0.0127233253962897,0.6566141782135446,1.653074757894515,39.74120732654185,39.39628834881552,57.727234346334235,0.0174766051279107,153.16905517578124,154.77638610839844,39.38394312735501,39.3723769005482,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,112400000,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,0.01272332539628973
2010-08-18,QQQ,39.64197548886755,40.11473837831994,39.49314458276859,39.87835693359375,61835400,0.0039671304781416,0.6215937955513482,1.5587246901532046,39.82874663156076,39.517496324680494,57.727234346334235,0.0299717851368015,153.16905517578124,154.77638610839844,39.526672748912894,39.506560741738774,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,174235400,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,0.003967130478141678
2010-08-19,QQQ,39.641975158738745,39.79956278724385,39.01162798442984,39.27427291870117,82969500,-0.015148167109756,0.7879348028140143,2.006236511227238,39.36182123012495,39.47495147419446,57.727234346334235,0.012092604327897,153.16905517578124,154.77638610839844,39.46561937786061,39.45631377891048,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,91265900,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,-0.015148167109756083
2010-08-20,QQQ,39.21299821361712,39.42311287338271,38.99412682819579,39.32680892944336,65806700,0.001337669849444,0.4289860451869245,1.0908234277451112,39.248016210340616,39.43452400993333,57.727234346334235,0.003363961778021,153.16905517578124,154.77638610839844,39.43633671374534,39.43251487821623,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,157072600,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,0.0013376698494440564
2010-08-23,QQQ,39.57194377509398,39.69451120611619,38.92408306006113,38.941593170166016,69612200,-0.0097952457817888,0.7704281460550604,1.978419687886067,39.18672914544778,39.39523218868885,57.727234346334235,-0.0197426678270176,153.16905517578124,154.77638610839844,39.34279295545283,39.353692905937905,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,87460400,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,-0.009795245781788808
2010-08-24,QQQ,38.49510570676805,38.62642655251303,38.05736287485925,38.21495056152344,79095800,-0.0186598068925252,0.5690636776537872,1.4891126883381254,38.29957999629857,39.227966540076835,57.727234346334235,-0.0694779198349806,153.16905517578124,154.77638610839844,39.147839730490944,39.190642503420065,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,8364600,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,-0.01865980689252522
2010-08-25,QQQ,37.94354140702048,38.748986457663264,37.88225768967645,38.582645416259766,87247900,0.0096217540343108,0.8667287679868139,2.2464213084299063,38.40462985453316,39.10930159051891,57.727234346334235,-0.0846188302849029,153.16905517578124,154.77638610839844,39.05717979882281,39.111785358887246,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,95612500,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,0.00962175403431087
2010-08-26,QQQ,38.713971329139426,38.80151854653455,38.08362067681525,38.1186408996582,91199000,-0.0120262494081346,0.7178978697193088,1.8833249370277152,38.334593374336,39.00786992133892,57.727234346334235,-0.1180288462811347,153.16905517578124,154.77638610839844,38.915843972892546,38.993662866929945,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,4413500,65.23392035298596,-210.93476094517047,54.12498407443904,1.151523154176468,2.070731468608048,-0.012026249408134682
2010-08-27,QQQ,38.39879426422767,38.6614392442324,37.61961270967172,38.582645416259766,109568800,0.0121726406201885,1.041826534560677,2.7002465054447073,38.287899123387966,38.91001094012871,57.727234346334235,-0.1157960905968948,153.16905517578124,154.77638610839844,38.868298929564595,38.94838682941626,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,113982300,65.23392035298596,-210.93476094517047,54.12498407443904,-1.4535351912442973,2.070731468608048,0.012172640620188524
2010-08-30,QQQ,38.39880306407301,38.74024195029784,38.171174913447864,38.179931640625,49373200,-0.0104376921615916,0.5690670368499795,1.4904873120424056,38.36378283479024,38.8784864960689,57.727234346334235,-0.1347052176570997,153.16905517578124,154.77638610839844,38.77452392402164,38.86934419055081,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,64609100,65.23392035298596,-210.93476094517047,54.12498407443904,-2.6562220074294776,2.070731468608048,-0.010437692161591627
2010-08-31,QQQ,37.97856975477008,38.39004575359559,37.80347195072954,38.048606872558594,72066900,-0.0034396281612686,0.5865738028660488,1.541643311227506,38.08070819229457,38.81650318298368,57.727234346334235,-0.1543601142642288,153.16905517578124,154.77638610839844,38.67952749297904,38.789975175067894,160.0909073191759,145.85672781231264,153.16905517578124,1.7800908887989766,0.0100074195441475,0.0,0.0,-7457800,65.23392035298596,-210.93476094517047,54.12498407443904,-4.209818062102667,2.070731468608048,-0.0034396281612686375
2010-09-01,QQQ,38.60892041125639,39.3180650742149,38.58265690734749,39.18674087524414,83523100,0.0299126327147181,0.7354081668674155,1.8766760144934709,39.029154285602175,38.83406972314191,50.32044120193731,-0.1011053616211512,153.16905517578124,154.77638610839844,38.7436201206288,38.82625833805076,160.0909073191759,145.85672781231264,153.16905517578124,0.749790425440776,0.0100074195441475,0.0,0.0,76065300,65.23392035298596,-210.93476094517047,35.33247540423619,-1.7343143287004088,2.070731468608048,0.029912632714718113
2010-09-02,QQQ,39.256793928459835,39.64200658142016,39.160489930291206,39.62449645996094,41816800,0.0111710128206488,0.4815166511289561,1.2151994199232554,39.47566432389077,38.85955112389122,54.00599802307021,-0.0336761449043621,153.16905517578124,154.77638610839844,38.85156979956192,38.895631601697346,160.0909073191759,145.85672781231264,153.16905517578124,0.7622971818409658,0.0100074195441475,0.0,0.0,117882100,65.23392035298596,-210.93476094517047,38.063014883162495,0.8917378101046912,2.070731468608048,0.011171012820648807
2010-09-03,QQQ,40.062218389255875,40.289846508692165,39.878367220281326,40.28108978271485,64041100,0.0165703890626691,0.4114792884108382,1.0215197518995862,40.14976783722944,38.9335270078687,58.16471736612157,0.0577341690659736,153.16905517578124,154.77638610839844,39.022097581713474,39.010557877341455,160.0909073191759,145.85672781231264,153.16905517578124,0.759169011582817,0.0100074195441475,0.0,0.0,181923200,65.23392035298596,-210.93476094517047,44.18944637026953,2.4265402641327185,2.070731468608048,0.016570389062669166
